n;re;im
0;1.1775550778168546;0.0
1;-0.09068998933009471;0.03677543622527641
2;-0.004227410121944251;-0.03549539317250874
3;0.002166941519603779;-0.0017166234135797683
4;-0.0070279655455398075;-0.0025393817361044446
5;-0.005272273244396909;-0.0013903524183554877
6;0.0013242693577481366;0.002032037358438305
7;0.0011805755325812425;0.0010468346169480026
8;-0.001033113078544755;-0.0002183461896389408
