n;re;im
0;1.2016580347142887;0.0
1;0.014276481546728406;0.002440845886394713
2;0.09634406220718582;0.0045668386845659
3;8.137680886797954e-05;0.002164271082200081
4;0.0032787919440239563;-0.006545257441202451
5;-0.0009296895336881908;-0.0005904303891045263
6;0.0016821088134987992;-0.0012202709796855296
7;0.0009081728908390448;0.0007449257779411254
8;0.0003146427819194851;-0.0008444174956037831
